SURVEYID,TAXON,FAMILY,SUM(TOTAL)
2002688,Aplodactylus lophodon,Aplodactylidae,1
2002688,Atypichthys strigatus,Scorpididae,62
2002688,Cheilodactylus fuscus,Cheilodactylidae,1
2002688,Dinolestes lewini,Dinolestidae,13
2002688,Enoplosus armatus,Enoplosidae,1
2002688,Eupetrichthys angustipes,Labridae,1
2002688,Girella tricuspidata,Kyphosidae,50
2002688,Notolabrus gymnogenis,Labridae,1
2002688,Ophthalmolepis lineolatus,Labridae,3
2002688,Parma microlepis,Pomacentridae,1
2002688,Parupeneus spilurus,Mullidae,1
2002688,Platycephalus fuscus,Platycephalidae,1
2002688,Prionurus microlepidotus,Acanthuridae,35
2002688,Pseudolabrus guentheri,Labridae,1
2002688,Scorpis lineolata,Scorpididae,82
2002688,Trachinops taeniatus,Plesiopidae,70
2002688,Trachurus novaezelandiae,Carangidae,1660
2002688,Upeneichthys lineatus,Mullidae,1
2002689,Acanthaluteres vittiger,Monacanthidae,1
2002689,Achoerodus viridis,Labridae,21
2002689,Aplodactylus lophodon,Aplodactylidae,19
2002689,Atypichthys strigatus,Scorpididae,200
2002689,Cheilodactylus fuscus,Cheilodactylidae,23
2002689,Chelmonops truncatus,Chaetodontidae,3
2002689,Enoplosus armatus,Enoplosidae,1
2002689,Girella tricuspidata,Kyphosidae,35
2002689,Heteroscarus acroptilus,Odacidae,2
2002689,Kyphosus sydneyanus,Kyphosidae,1
2002689,Labroides dimidiatus,Labridae,1
2002689,Naso unicornis,Acanthuridae,1
2002689,Notolabrus gymnogenis,Labridae,26
2002689,Olisthops cyanomelas,Odacidae,21
2002689,Ophthalmolepis lineolatus,Labridae,1
2002689,Parma microlepis,Pomacentridae,9
2002689,Parma unifasciata,Pomacentridae,3
2002689,Parupeneus multifasciatus,Mullidae,2
2002689,Parupeneus spilurus,Mullidae,6
2002689,Pseudocaranx georgianus,Carangidae,2
2002689,Schuettea scalaripinnis,Monodactylidae,239
2002689,Scobinichthys granulatus,Monacanthidae,1
2002689,Scorpis lineolata,Scorpididae,2
2002689,Trachinops taeniatus,Plesiopidae,140
2002689,Trachurus novaezelandiae,Carangidae,350
2002690,Achoerodus viridis,Labridae,7
2002690,Aplodactylus lophodon,Aplodactylidae,3
2002690,Atypichthys strigatus,Scorpididae,250
2002690,Cheilodactylus fuscus,Cheilodactylidae,7
2002690,Enoplosus armatus,Enoplosidae,8
2002690,Hypoplectrodes maccullochi,Serranidae,1
2002690,Labroides dimidiatus,Labridae,1
2002690,Notolabrus gymnogenis,Labridae,7
2002690,Olisthops cyanomelas,Odacidae,3
2002690,Parma microlepis,Pomacentridae,14
2002690,Parupeneus multifasciatus,Mullidae,1
2002690,Parupeneus spilurus,Mullidae,44
2002690,Pempheris compressa,Pempherididae,1
2002690,Pempheris multiradiata,Pempherididae,1
2002690,Pictilabrus laticlavius,Labridae,2
2002690,Plagiotremus tapeinosoma,Blenniidae,1
2002690,Schuettea scalaripinnis,Monodactylidae,57
2002690,Scobinichthys granulatus,Monacanthidae,1
2002690,Scorpis lineolata,Scorpididae,1
2002690,Trachinops taeniatus,Plesiopidae,125
2002690,Trachurus novaezelandiae,Carangidae,260
2002690,Trygonorrhina fasciata,Rhinobatidae,1
2002691,Achoerodus viridis,Labridae,4
2002691,Aplodactylus lophodon,Aplodactylidae,4
2002691,Atypichthys strigatus,Scorpididae,130
2002691,Cheilodactylus fuscus,Cheilodactylidae,5
2002691,Enoplosus armatus,Enoplosidae,29
2002691,Mecaenichthys immaculatus,Pomacentridae,2
2002691,Notolabrus gymnogenis,Labridae,4
2002691,Olisthops cyanomelas,Odacidae,8
2002691,Ophthalmolepis lineolatus,Labridae,1
2002691,Parma microlepis,Pomacentridae,5
2002691,Pempheris compressa,Pempherididae,10
2002691,Pictilabrus laticlavius,Labridae,4
2002691,Plagiotremus tapeinosoma,Blenniidae,1
2002691,Prionurus microlepidotus,Acanthuridae,2
2002691,Schuettea scalaripinnis,Monodactylidae,15
2002691,Scorpaena cardinalis,Scorpaenidae,1
2002691,Trachinops taeniatus,Plesiopidae,44
2002691,Trachurus novaezelandiae,Carangidae,180
2002692,Achoerodus viridis,Labridae,5
2002692,Atypichthys strigatus,Scorpididae,350
2002692,Cheilodactylus fuscus,Cheilodactylidae,4
2002692,Enoplosus armatus,Enoplosidae,3
2002692,Mecaenichthys immaculatus,Pomacentridae,3
2002692,Naso unicornis,Acanthuridae,1
2002692,Notolabrus gymnogenis,Labridae,14
2002692,Olisthops cyanomelas,Odacidae,4
2002692,Ophthalmolepis lineolatus,Labridae,3
2002692,Parma microlepis,Pomacentridae,5
2002692,Parupeneus spilurus,Mullidae,44
2002692,Pempheris compressa,Pempherididae,21
2002692,Pempheris multiradiata,Pempherididae,1
2002692,Pictilabrus laticlavius,Labridae,1
2002692,Plagiotremus tapeinosoma,Blenniidae,1
2002692,Pseudolabrus guentheri,Labridae,1
2002692,Schuettea scalaripinnis,Monodactylidae,155
2002692,Scorpis lineolata,Scorpididae,1
2002692,Trachinops taeniatus,Plesiopidae,163
2002692,Trachurus novaezelandiae,Carangidae,780
2002693,Acanthopagrus australis,Sparidae,3
2002693,Achoerodus viridis,Labridae,1
2002693,Aplodactylus lophodon,Aplodactylidae,14
2002693,Atypichthys strigatus,Scorpididae,140
2002693,Austrolabrus maculatus,Labridae,1
2002693,Cheilodactylus fuscus,Cheilodactylidae,6
2002693,Chromis hypsilepis,Pomacentridae,139
2002693,Dinolestes lewini,Dinolestidae,2
2002693,Enoplosus armatus,Enoplosidae,2
2002693,Girella elevata,Kyphosidae,30
2002693,Girella tricuspidata,Kyphosidae,95
2002693,Heteroscarus acroptilus,Odacidae,1
2002693,Hypoplectrodes maccullochi,Serranidae,1
2002693,Labroides dimidiatus,Labridae,8
2002693,Latridopsis forsteri,Latridae,1
2002693,Mecaenichthys immaculatus,Pomacentridae,1
2002693,Meuschenia freycineti,Monacanthidae,2
2002693,Nemadactylus douglasii,Cheilodactylidae,1
2002693,Notolabrus gymnogenis,Labridae,7
2002693,Olisthops cyanomelas,Odacidae,10
2002693,Ophthalmolepis lineolatus,Labridae,43
2002693,Paracaesio xanthura,Lutjanidae,6
2002693,Parma microlepis,Pomacentridae,31
2002693,Parupeneus multifasciatus,Mullidae,1
2002693,Parupeneus spilurus,Mullidae,63
2002693,Pempheris affinis,Pempherididae,1
2002693,Pempheris compressa,Pempherididae,20
2002693,Pempheris spp.,Pempherididae,50
2002693,Pictilabrus laticlavius,Labridae,4
2002693,Pomacentrus coelestis,Pomacentridae,8
2002693,Pseudanthias hypselosoma,Serranidae,1
2002693,Pseudolabrus guentheri,Labridae,1
2002693,Rhabdosargus sarba,Sparidae,30
2002693,Schuettea scalaripinnis,Monodactylidae,16
2002693,Scobinichthys granulatus,Monacanthidae,2
2002693,Scorpis lineolata,Scorpididae,2
2002693,Stethojulis interrupta,Labridae,4
2002693,Stethojulis strigiventer,Labridae,1
2002693,Synodus jaculum,Synodontidae,1
2002693,Thalassoma lunare,Labridae,1
2002693,Trachinops taeniatus,Plesiopidae,520
2002693,Trachurus novaezelandiae,Carangidae,510
2002693,Trygonorrhina fasciata,Rhinobatidae,1
2002693,Upeneichthys lineatus,Mullidae,11
2002693,Zanclus cornutus,Zanclidae,1
2002694,Acanthopagrus australis,Sparidae,1
2002694,Achoerodus viridis,Labridae,3
2002694,Aplodactylus lophodon,Aplodactylidae,10
2002694,Atypichthys strigatus,Scorpididae,220
2002694,Cheilodactylus fuscus,Cheilodactylidae,4
2002694,Chelmonops truncatus,Chaetodontidae,4
2002694,Chromis hypsilepis,Pomacentridae,311
2002694,Coris sandeyeri,Labridae,1
2002694,Dinolestes lewini,Dinolestidae,22
2002694,Enoplosus armatus,Enoplosidae,4
2002694,Eubalichthys bucephalus,Monacanthidae,1
2002694,Eubalichthys mosaicus,Monacanthidae,1
2002694,Eupetrichthys angustipes,Labridae,2
2002694,Girella tricuspidata,Kyphosidae,20
2002694,Meuschenia flavolineata,Monacanthidae,1
2002694,Notolabrus gymnogenis,Labridae,6
2002694,Ophthalmolepis lineolatus,Labridae,31
2002694,Parma microlepis,Pomacentridae,46
2002694,Parupeneus spilurus,Mullidae,8
2002694,Pempheris compressa,Pempherididae,10
2002694,Plagiotremus rhinorhynchos,Blenniidae,1
2002694,Pomacentrus coelestis,Pomacentridae,5
2002694,Pterocaesio digramma,Caesionidae,1
2002694,Schuettea scalaripinnis,Monodactylidae,16
2002694,Scorpis lineolata,Scorpididae,7
2002694,Stethojulis interrupta,Labridae,8
2002694,Thalassoma lunare,Labridae,2
2002694,Trachinops taeniatus,Plesiopidae,780
2002694,Trachurus novaezelandiae,Carangidae,2520
2002694,Upeneichthys lineatus,Mullidae,1
2002695,Achoerodus viridis,Labridae,2
2002695,Aplodactylus lophodon,Aplodactylidae,7
2002695,Apogon aureus,Apogonidae,2
2002695,Atypichthys strigatus,Scorpididae,95
2002695,Cheilodactylus fuscus,Cheilodactylidae,1
2002695,Chelmonops truncatus,Chaetodontidae,7
2002695,Chromis hypsilepis,Pomacentridae,12
2002695,Coris picta,Labridae,3
2002695,Dasyatis brevicaudata,Dasyatidae,1
2002695,Dicotylichthys punctulatus,Diodontidae,6
2002695,Dinolestes lewini,Dinolestidae,4
2002695,Enoplosus armatus,Enoplosidae,37
2002695,Eubalichthys bucephalus,Monacanthidae,1
2002695,Eubalichthys mosaicus,Monacanthidae,1
2002695,Hypoplectrodes maccullochi,Serranidae,4
2002695,Labroides dimidiatus,Labridae,2
2002695,Mecaenichthys immaculatus,Pomacentridae,8
2002695,Meuschenia flavolineata,Monacanthidae,1
2002695,Meuschenia freycineti,Monacanthidae,2
2002695,Meuschenia trachylepis,Monacanthidae,3
2002695,Nelusetta ayraudi,Monacanthidae,1
2002695,Notolabrus gymnogenis,Labridae,1
2002695,Olisthops cyanomelas,Odacidae,4
2002695,Ophthalmolepis lineolatus,Labridae,10
2002695,Parma microlepis,Pomacentridae,26
2002695,Parupeneus spilurus,Mullidae,15
2002695,Pempheris affinis,Pempherididae,20
2002695,Pempheris compressa,Pempherididae,189
2002695,Pictilabrus laticlavius,Labridae,2
2002695,Plagiotremus tapeinosoma,Blenniidae,2
2002695,Pseudocaranx georgianus,Carangidae,2
2002695,Pseudolabrus luculentus,Labridae,3
2002695,Schuettea scalaripinnis,Monodactylidae,2
2002695,Scorpis lineolata,Scorpididae,14
2002695,Synodus dermatogenys,Synodontidae,1
2002695,Thalassoma lunare,Labridae,335
2002695,Trachinops taeniatus,Plesiopidae,385
2002695,Trachurus novaezelandiae,Carangidae,2908
2002695,Upeneichthys lineatus,Mullidae,3
2002695,Zanclus cornutus,Zanclidae,1
2002696,Acanthopagrus australis,Sparidae,2
2002696,Aplodactylus lophodon,Aplodactylidae,45
2002696,Atypichthys strigatus,Scorpididae,670
2002696,Cheilodactylus fuscus,Cheilodactylidae,1
2002696,Chelmonops truncatus,Chaetodontidae,4
2002696,Chromis hypsilepis,Pomacentridae,99
2002696,Coris dorsomacula,Labridae,1
2002696,Coris picta,Labridae,1
2002696,Dinolestes lewini,Dinolestidae,1
2002696,Enoplosus armatus,Enoplosidae,1
2002696,Eupetrichthys angustipes,Labridae,3
2002696,Girella tricuspidata,Kyphosidae,7
2002696,Hypoplectrodes maccullochi,Serranidae,2
2002696,Labroides dimidiatus,Labridae,5
2002696,Mecaenichthys immaculatus,Pomacentridae,2
2002696,Notolabrus gymnogenis,Labridae,4
2002696,Olisthops cyanomelas,Odacidae,2
2002696,Ophthalmolepis lineolatus,Labridae,21
2002696,Parma microlepis,Pomacentridae,37
2002696,Parma unifasciata,Pomacentridae,1
2002696,Parupeneus spilurus,Mullidae,16
2002696,Pempheris compressa,Pempherididae,155
2002696,Pictilabrus laticlavius,Labridae,3
2002696,Plagiotremus tapeinosoma,Blenniidae,1
2002696,Pomacentrus coelestis,Pomacentridae,2
2002696,Prionurus microlepidotus,Acanthuridae,1
2002696,Pseudolabrus guentheri,Labridae,2
2002696,Schuettea scalaripinnis,Monodactylidae,8
2002696,Scobinichthys granulatus,Monacanthidae,2
2002696,Scorpaena cardinalis,Scorpaenidae,1
2002696,Scorpis lineolata,Scorpididae,6
2002696,Stethojulis interrupta,Labridae,6
2002696,Trachinops taeniatus,Plesiopidae,2250
2002696,Trachurus novaezelandiae,Carangidae,3303
2002705,Achoerodus viridis,Labridae,4
2002705,Atypichthys strigatus,Scorpididae,102
2002705,Cheilodactylus fuscus,Cheilodactylidae,2
2002705,Notolabrus gymnogenis,Labridae,19
2002705,Olisthops cyanomelas,Odacidae,1
2002705,Parma microlepis,Pomacentridae,1
2002705,Pictilabrus laticlavius,Labridae,8
2002705,Pseudolabrus mortonii,Labridae,1
2002705,Schuettea scalaripinnis,Monodactylidae,17
2002705,Scobinichthys granulatus,Monacanthidae,6
2002705,Scorpis lineolata,Scorpididae,4
2002705,Stethojulis strigiventer,Labridae,1
2002705,Thalassoma lunare,Labridae,1
2002705,Trachurus novaezelandiae,Carangidae,400
2002705,Upeneichthys lineatus,Mullidae,1
2002706,Acanthopagrus australis,Sparidae,2
2002706,Achoerodus viridis,Labridae,2
2002706,Apogon limenus,Apogonidae,4
2002706,Atypichthys strigatus,Scorpididae,54
2002706,Cheilodactylus fuscus,Cheilodactylidae,1
2002706,Chelmonops truncatus,Chaetodontidae,2
2002706,Enoplosus armatus,Enoplosidae,12
2002706,Eupetrichthys angustipes,Labridae,5
2002706,Meuschenia trachylepis,Monacanthidae,2
2002706,Notolabrus gymnogenis,Labridae,2
2002706,Olisthops cyanomelas,Odacidae,3
2002706,Ophthalmolepis lineolatus,Labridae,15
2002706,Parma microlepis,Pomacentridae,3
2002706,Parupeneus spilurus,Mullidae,4
2002706,Pempheris affinis,Pempherididae,5
2002706,Pictilabrus laticlavius,Labridae,5
2002706,Schuettea scalaripinnis,Monodactylidae,15
2002706,Scorpis lineolata,Scorpididae,1
2002706,Siphamia cephalotes,Apogonidae,2
2002706,Trachinops taeniatus,Plesiopidae,2
2002706,Trachurus novaezelandiae,Carangidae,350
2002706,Trygonoptera imitata,Urolophidae,1
2002706,Upeneichthys lineatus,Mullidae,1
2002707,Achoerodus viridis,Labridae,2
2002707,Aplodactylus lophodon,Aplodactylidae,1
2002707,Apogon limenus,Apogonidae,11
2002707,Atypichthys strigatus,Scorpididae,70
2002707,Cheilodactylus fuscus,Cheilodactylidae,4
2002707,Chelmonops truncatus,Chaetodontidae,1
2002707,Enoplosus armatus,Enoplosidae,695
2002707,Girella tricuspidata,Kyphosidae,1
2002707,Heterodontus galeatus,Heterodontidae,1
2002707,Heteroscarus acroptilus,Odacidae,1
2002707,Hypoplectrodes maccullochi,Serranidae,2
2002707,Mecaenichthys immaculatus,Pomacentridae,3
2002707,Meuschenia trachylepis,Monacanthidae,2
2002707,Notolabrus gymnogenis,Labridae,2
2002707,Olisthops cyanomelas,Odacidae,1
2002707,Ophthalmolepis lineolatus,Labridae,8
2002707,Pagrus auratus,Sparidae,1
2002707,Parma microlepis,Pomacentridae,12
2002707,Parupeneus spilurus,Mullidae,11
2002707,Pempheris compressa,Pempherididae,63
2002707,Pictilabrus laticlavius,Labridae,1
2002707,Prionurus microlepidotus,Acanthuridae,5
2002707,Schuettea scalaripinnis,Monodactylidae,422
2002707,Scorpis lineolata,Scorpididae,4
2002707,Thalassoma lutescens,Labridae,2
2002707,Trachinops taeniatus,Plesiopidae,8
2002707,Trachurus novaezelandiae,Carangidae,2380
2002707,Upeneus tragula,Mullidae,1
2002708,Achoerodus viridis,Labridae,2
2002708,Aplodactylus lophodon,Aplodactylidae,1
2002708,Apogon limenus,Apogonidae,2
2002708,Atypichthys strigatus,Scorpididae,740
2002708,Cheilodactylus fuscus,Cheilodactylidae,5
2002708,Enoplosus armatus,Enoplosidae,5
2002708,Eupetrichthys angustipes,Labridae,1
2002708,Gerres subfasciatus,Gerreidae,1
2002708,Heteroscarus acroptilus,Odacidae,1
2002708,Hypoplectrodes maccullochi,Serranidae,1
2002708,Istigobius hoesei,Gobiidae,2
2002708,Mecaenichthys immaculatus,Pomacentridae,3
2002708,Nemadactylus douglasii,Cheilodactylidae,1
2002708,Notolabrus gymnogenis,Labridae,12
2002708,Olisthops cyanomelas,Odacidae,9
2002708,Ophthalmolepis lineolatus,Labridae,8
2002708,Parma microlepis,Pomacentridae,5
2002708,Parupeneus spilurus,Mullidae,1
2002708,Pempheris affinis,Pempherididae,20
2002708,Pempheris multiradiata,Pempherididae,2
2002708,Pictilabrus laticlavius,Labridae,12
2002708,Scobinichthys granulatus,Monacanthidae,3
2002708,Scomber australasicus,Scombridae,3
2002708,Scorpis lineolata,Scorpididae,4
2002708,Trachinops taeniatus,Plesiopidae,5
2002708,Trachurus novaezelandiae,Carangidae,5720
2002708,Upeneichthys lineatus,Mullidae,1
2002717,Acanthaluteres vittiger,Monacanthidae,3
2002717,Acanthistius ocellatus,Serranidae,1
2002717,Acanthopagrus australis,Sparidae,1
2002717,Achoerodus viridis,Labridae,6
2002717,Aplodactylus lophodon,Aplodactylidae,5
2002717,Atypichthys strigatus,Scorpididae,185
2002717,Canthigaster callisterna,Tetraodontidae,1
2002717,Cheilodactylus fuscus,Cheilodactylidae,4
2002717,Chromis hypsilepis,Pomacentridae,14
2002717,Dinolestes lewini,Dinolestidae,1
2002717,Enoplosus armatus,Enoplosidae,4
2002717,Girella elevata,Kyphosidae,6
2002717,Girella tricuspidata,Kyphosidae,3
2002717,Gymnothorax prasinus,Muraenidae,2
2002717,Hypoplectrodes maccullochi,Serranidae,22
2002717,Lotella rhacina,Moridae,2
2002717,Meuschenia flavolineata,Monacanthidae,2
2002717,Meuschenia freycineti,Monacanthidae,2
2002717,Meuschenia venusta,Monacanthidae,1
2002717,Microcanthus strigatus,Scorpididae,2
2002717,Monacanthid spp.,Monacanthidae,1
2002717,Naso unicornis,Acanthuridae,1
2002717,Notolabrus gymnogenis,Labridae,6
2002717,Olisthops cyanomelas,Odacidae,1
2002717,Ophthalmolepis lineolatus,Labridae,2
2002717,Parma microlepis,Pomacentridae,31
2002717,Parupeneus multifasciatus,Mullidae,1
2002717,Parupeneus spilurus,Mullidae,1
2002717,Pempheris compressa,Pempherididae,68
2002717,Pempheris multiradiata,Pempherididae,9
2002717,Prionurus microlepidotus,Acanthuridae,1
2002717,Pseudolabrus luculentus,Labridae,1
2002717,Schuettea scalaripinnis,Monodactylidae,168
2002717,Scobinichthys granulatus,Monacanthidae,7
2002717,Scorpis lineolata,Scorpididae,2
2002717,Trachinops taeniatus,Plesiopidae,398
2002717,Trachurus novaezelandiae,Carangidae,3300
2002717,Zanclus cornutus,Zanclidae,2
2002718,Acanthistius ocellatus,Serranidae,3
2002718,Acanthopagrus australis,Sparidae,1
2002718,Achoerodus viridis,Labridae,1
2002718,Aplodactylus lophodon,Aplodactylidae,8
2002718,Atypichthys strigatus,Scorpididae,450
2002718,Aulopus purpurissatus,Aulopidae,1
2002718,Cheilodactylus fuscus,Cheilodactylidae,2
2002718,Cheilodactylus vestitus,Cheilodactylidae,1
2002718,Chromis hypsilepis,Pomacentridae,170
2002718,Chromis weberi,Pomacentridae,2
2002718,Dinolestes lewini,Dinolestidae,84
2002718,Enoplosus armatus,Enoplosidae,6
2002718,Girella tricuspidata,Kyphosidae,13
2002718,Gymnothorax prasinus,Muraenidae,1
2002718,Hypoplectrodes maccullochi,Serranidae,13
2002718,Kyphosus sydneyanus,Kyphosidae,1
2002718,Labroides dimidiatus,Labridae,2
2002718,Meuschenia flavolineata,Monacanthidae,7
2002718,Microcanthus strigatus,Scorpididae,2
2002718,Notolabrus gymnogenis,Labridae,6
2002718,Ophthalmolepis lineolatus,Labridae,1
2002718,Orectolobus halei,Orectolobidae,1
2002718,Parma microlepis,Pomacentridae,33
2002718,Parupeneus spilurus,Mullidae,5
2002718,Pempheris compressa,Pempherididae,26
2002718,Pomacentrus coelestis,Pomacentridae,1
2002718,Pseudanthias pictilis,Serranidae,1
2002718,Schuettea scalaripinnis,Monodactylidae,90
2002718,Trachinops taeniatus,Plesiopidae,880
2002718,Trachurus novaezelandiae,Carangidae,2600
2002719,Acanthopagrus australis,Sparidae,22
2002719,Achoerodus viridis,Labridae,5
2002719,Aplodactylus lophodon,Aplodactylidae,2
2002719,Atypichthys strigatus,Scorpididae,87
2002719,Canthigaster callisterna,Tetraodontidae,3
2002719,Chromis hypsilepis,Pomacentridae,147
2002719,Dinolestes lewini,Dinolestidae,18
2002719,Enoplosus armatus,Enoplosidae,5
2002719,Girella tricuspidata,Kyphosidae,62
2002719,Gymnothorax prasinus,Muraenidae,2
2002719,Hypoplectrodes maccullochi,Serranidae,46
2002719,Kyphosus sydneyanus,Kyphosidae,1
2002719,Kyphosus vaigiensis,Kyphosidae,1
2002719,Lotella rhacina,Moridae,1
2002719,Mecaenichthys immaculatus,Pomacentridae,1
2002719,Notolabrus gymnogenis,Labridae,11
2002719,Ophthalmolepis lineolatus,Labridae,5
2002719,Orectolobus halei,Orectolobidae,1
2002719,Parma microlepis,Pomacentridae,50
2002719,Pempheris compressa,Pempherididae,3
2002719,Pempheris multiradiata,Pempherididae,1
2002719,Plagiotremus rhinorhynchos,Blenniidae,1
2002719,Plagiotremus tapeinosoma,Blenniidae,3
2002719,Pseudocaranx georgianus,Carangidae,1
2002719,Trachinops taeniatus,Plesiopidae,340
2002719,Trachurus novaezelandiae,Carangidae,3812
2002720,Acanthaluteres vittiger,Monacanthidae,2
2002720,Acanthistius ocellatus,Serranidae,2
2002720,Acanthopagrus australis,Sparidae,1
2002720,Aplodactylus lophodon,Aplodactylidae,3
2002720,Atypichthys strigatus,Scorpididae,229
2002720,Cheilodactylus fuscus,Cheilodactylidae,1
2002720,Chironemus marmoratus,Chironemidae,7
2002720,Chromis hypsilepis,Pomacentridae,99
2002720,Enoplosus armatus,Enoplosidae,2
2002720,Girella tricuspidata,Kyphosidae,2
2002720,Gymnothorax prasinus,Muraenidae,1
2002720,Hypoplectrodes maccullochi,Serranidae,18
2002720,Mecaenichthys immaculatus,Pomacentridae,1
2002720,Ophthalmolepis lineolatus,Labridae,1
2002720,Parma microlepis,Pomacentridae,64
2002720,Pempheris compressa,Pempherididae,34
2002720,Scorpaena cardinalis,Scorpaenidae,1
2002720,Scorpis lineolata,Scorpididae,2
2002720,Trachinops taeniatus,Plesiopidae,490
2002720,Trachurus novaezelandiae,Carangidae,2339
